baseline_idx1,baseline_idx2,window,wl_start_um,wl_end_um,coef_x1,coef_x0
2,4,0,3.2,4.0,-0.3064498010241216,2.431232445112484
2,4,1,4.55,4.9,0.06240320737946295,0.8289191277456683
3,5,0,3.2,4.0,-0.3897532034787921,2.8339816992728872
3,5,1,4.55,4.9,0.008832918291597531,1.1430082861438378
