wl,U4-U3,U4-U3_std,U2-U1,U2-U1_std,U1-U4,U1-U4_std,U1-U3,U1-U3_std,U2-U4,U2-U4_std,U2-U3,U2-U3_std
5.155021881364519e-06,0.9824589735661193,0.019613073705881248,0.9331333238860606,0.09566448328249244,0.4595080115532181,0.4037634318264719,0.20361253236263926,0.08810473184295471,4.6337013689078725,0.9666065422378052,1.893217097242494,2.0083462931487044
5.136316758580506e-06,0.993868975729516,0.01622076348659953,0.96760172068064,0.06784781951736106,0.8954456064119247,0.3582969609166714,0.6536914034689179,0.1877828521085047,1.498331162128443,0.5774994944408537,1.2367938667072371,0.5202266301141032
5.117798082210356e-06,0.995132520876211,0.02160430756038219,0.9781723032712032,0.05281258570954206,1.0062204189664927,0.2770134639774947,0.7881544673025004,0.16937892775280225,1.2334645183120927,0.3568057287613922,1.029000178057866,0.32949515161431864
5.099455847812351e-06,0.9991820870062167,0.025224222345773525,0.9760819564004617,0.01473519347180546,1.1427985896238804,0.04899208940695709,1.0283975743919993,0.03741651566275482,0.9730990413100529,0.06502458304599307,0.8245915091363318,0.02242367276657024
5.081280505692121e-06,0.9969571401934207,0.026192952691121107,0.9766734297898101,0.015468858858698049,1.1784948367305068,0.06068494444741871,1.037109145483424,0.02191531393680905,0.9669759469494854,0.046095087566056646,0.8179543415279754,0.01600651584620478
5.063262051407946e-06,0.9960941180599814,0.02757709935378942,0.9768266669344241,0.014738989749868573,1.194514270700924,0.05846499829433828,1.0317981858308902,0.021287893472112063,0.9678499317762754,0.04277715896584165,0.8097792965891881,0.013578222322979483
5.045390935265459e-06,0.995813040760902,0.02813403764154741,0.9761957381136648,0.014048877160498806,1.21270498648417,0.05385154122672469,1.021122760049559,0.019210585177614457,0.9748208213897339,0.03917446183593399,0.7953257761791221,0.011100792452392478
5.0276580623176415e-06,0.9954033014603255,0.026862995387583674,0.9764558228461113,0.012845418491757804,1.2391693354792026,0.05472588610113687,1.0054407687058984,0.020675050985032323,0.9884337759713551,0.03601326872708445,0.7798967751629226,0.010439322674686108
5.0100543376174755e-06,0.9939771136695894,0.025827947335096482,0.9751342843853759,0.012652915062430218,1.2495007578367587,0.0552430863185889,0.9930358977642049,0.021689627560508098,0.9994289366620934,0.03352822110733623,0.7723543115264042,0.011504040792486651
4.992570666217944e-06,0.9945872049904307,0.0259743024509281,0.975590311844833,0.01153615154230451,1.2668382087627053,0.05562599495216651,0.9806594748201852,0.021909919961106254,1.0069512015341622,0.031050620811591628,0.7608414278586799,0.01286960251730463
4.975197953172028e-06,0.9939502734899994,0.02543689996009477,0.9753497730647778,0.011252972293052724,1.2854797430029032,0.056377989637439785,0.967584316198554,0.0228455081672127,1.0205222706413737,0.03245534561301896,0.7501836939113506,0.012746440531817595
4.957927558280062e-06,0.992714064266344,0.023570643367406004,0.975448955686758,0.01069116541066266,1.284154421241845,0.05745373684356616,0.9692722097780506,0.023840980812238483,1.0198514348596688,0.03469063654082018,0.7521679239701626,0.011255191314405916
4.940750841342378e-06,0.9923980807402231,0.023198084805796545,0.9745891846351749,0.010586847445498542,1.2697893663889888,0.05700988482923777,0.9769488078758445,0.020964646176961286,1.0133751553334647,0.03427504179979649,0.7619158764964118,0.010373563393065654
4.9236596169066615e-06,0.9927441801725719,0.023383943502265143,0.9758043657430158,0.010055196638050117,1.2702314476373424,0.059520328129747016,0.9856087327958001,0.0219102151882441,1.0054717141961138,0.03633801353704168,0.7642873220443762,0.008559547079717126
4.906645699520595e-06,0.9916146777167736,0.022603718326539204,0.975908648237553,0.010068109629066301,1.2593919222332288,0.05858956158087716,0.9967763167124342,0.024404507561481666,0.9960148998227702,0.03905792951629263,0.7728220245969032,0.00796219095524072
4.889700448984513e-06,0.9905714493201007,0.022131572971749197,0.9757715433240719,0.01009451822119001,1.2386853856421878,0.058079392828996754,1.0171803827960288,0.02623436796264378,0.9755118861117233,0.03744402382061659,0.7854104428410547,0.006434578044928368
4.8728165893408e-06,0.9896994634049311,0.02250607245561301,0.975760738944592,0.010028156624745143,1.2293791509706464,0.06039148595370545,1.0299114363777568,0.02702699090374513,0.9594993459748914,0.03567847523177049,0.7938818764596851,0.007634527931202404
4.8559859351371415e-06,0.9887660164655008,0.022563286504317503,0.976483063858426,0.010050891109557043,1.2369754639232857,0.06066229629797969,1.0346579532425482,0.03056512054848862,0.9548502316564792,0.034840135403001564,0.7877091557642586,0.0076654477981670174
4.839200755668571e-06,0.9872845226842895,0.022077915646833302,0.9766802215422716,0.009384316859483263,1.2440584559880659,0.06791213096754382,1.0508856396279436,0.03498983692259684,0.9409023579731022,0.03254137996662858,0.7836926277597485,0.007284458288900349
4.822454229724826e-06,0.9874316221947066,0.021293399812420864,0.9771525844514302,0.009433631264282911,1.2465710461718684,0.06980657480489322,1.0535997289529326,0.03430890226114429,0.93773376606389,0.031058761572654688,0.7802714145065562,0.009590086073217327
