wl,U4-U3,U4-U3_std,U1-U2,U1-U2_std,U2-U4,U2-U4_std,U2-U3,U2-U3_std,U1-U4,U1-U4_std,U1-U3,U1-U3_std
5.155021881364519e-06,1.0244960782647423,0.04814520891908833,1.0251291090478118,0.02148715264902242,1.5459072564118417,0.4764968601264167,0.63286062080332,0.23399804786509706,1.5466593493549827,0.3666003337407201,0.729687362414551,0.19384481364372236
5.136316758580506e-06,0.9940484837248373,0.04166856626893835,1.0187740298142103,0.013981804458847193,1.2122713646907126,0.1311909814728844,0.8250785625255403,0.09786474079455236,1.2423511310967896,0.12624259698761325,0.887669051229245,0.0800249646180833
5.117798082210356e-06,0.9963495300696725,0.04276650764216752,1.0169709599585324,0.010169394865615952,1.1488228197150474,0.08982092315911726,0.8754258559971351,0.07160142650073946,1.2090506612335736,0.09076226106701124,0.9109166793463097,0.05678243722797318
5.099455847812351e-06,1.0025891720127857,0.04465361742547229,1.0119258872312487,0.011766867412427464,1.0731371453268017,0.07242997210374984,0.9487669081829275,0.03908838279482797,1.1524801859586566,0.05448851798812597,0.9273243279606125,0.023370678400428536
5.081280505692121e-06,1.0024106110877284,0.04512418943817864,1.0109429203513605,0.011539290877378592,1.0775916066821725,0.06808671773224137,0.9384772778597542,0.0367618242777929,1.1633718751572681,0.05438253398474325,0.917269683209379,0.02209471677468267
5.063262051407946e-06,1.0026291630831505,0.04381765668418523,1.0117586905112486,0.01063488843330918,1.0805080307857855,0.06590158447124386,0.932763543440111,0.03514075868154197,1.165435635645065,0.05164747755516743,0.9105886783732062,0.020582607713466535
5.045390935265459e-06,1.0045638940426607,0.04346555014210096,1.0107940625206293,0.01004328196528067,1.090439197960304,0.06258837551946154,0.9254625021951444,0.03190193564570996,1.175508115680907,0.04974573158239016,0.902146388242359,0.018976750020503388
5.0276580623176415e-06,1.0055055153607002,0.042193993004895375,1.0123197086444238,0.010400131303872972,1.1056940958770454,0.059549356072766714,0.9163430002200463,0.03126725621946548,1.1976239218249563,0.049177159756045856,0.891103095882817,0.020354208748693065
5.0100543376174755e-06,1.0066919956692977,0.040600070148526304,1.010070036125587,0.009959142565293061,1.1193450862488503,0.058049108855759216,0.9089692569954898,0.030041446203920484,1.206476222524663,0.04632711695108026,0.8834327201139733,0.021031941116434045
4.992570666217944e-06,1.0081554982349925,0.040200357213852046,1.0089856746784844,0.009988860026396366,1.1340094089739394,0.0568052649810321,0.8988700575364759,0.028608425816930298,1.2149493669973452,0.043734592682243174,0.8722930062691883,0.022053657773818663
4.975197953172028e-06,1.0087425235348877,0.04065185898048495,1.00666284292079,0.010622359874643777,1.1482585632284283,0.05624260341789811,0.8851741358606413,0.0292615886182142,1.2330713639152613,0.04718303238395655,0.8599976322168061,0.021643548065171627
4.957927558280062e-06,1.0091975783249154,0.039033987133667986,1.0059065856654623,0.010141745141980345,1.1458188627322867,0.055733149353556444,0.8826678276849336,0.030206981065821526,1.234687736126608,0.05075354375866273,0.861825387944954,0.02074111813252911
4.940750841342378e-06,1.0101169868090991,0.039363913564380903,1.0040216445785148,0.00995745762117366,1.1321723099723933,0.05745300523590557,0.8896727434748546,0.02812104222946788,1.2202362537883025,0.0490391412064645,0.8703948869273026,0.017516858775305427
4.9236596169066615e-06,1.010999920851063,0.03985349830923996,1.0040233598040607,0.008889939605283385,1.1246732678929865,0.05814227657629993,0.8909646722917155,0.028242887455686594,1.2169242702281116,0.051040561864126005,0.8749936195045374,0.015777338142512153
4.906645699520595e-06,1.0111443991920046,0.039461777983906265,1.0035055080737183,0.008429370167704965,1.111678287631567,0.05753923022597479,0.8986118132168839,0.029364527544566615,1.206853873665416,0.05303119177580023,0.8849377871495276,0.014734983503397156
4.889700448984513e-06,1.0127033659491165,0.039203305980779146,1.0038222813807285,0.007570447866255461,1.092204910297018,0.05478730191191073,0.9158893781268667,0.029136315320595383,1.1822769973052785,0.05137861359539411,0.8994375377458801,0.01454413321835205
4.8728165893408e-06,1.0125564619528173,0.03951744959272491,1.0038806529355253,0.007899931803942922,1.0813302459052259,0.05414072137932444,0.9269242034302178,0.028063401527175506,1.1638906204415296,0.048067403964992705,0.90853045561279,0.01372245504173755
4.8559859351371415e-06,1.012536058289731,0.03913140511892294,1.0040805921036489,0.007907529799651427,1.0826068107514861,0.05279624601448294,0.9263662396165155,0.03041920195309515,1.1630016314770437,0.049736297841817136,0.9087046622253904,0.015670669035333394
4.839200755668571e-06,1.0124375860044799,0.038813892082956804,1.003558072871443,0.008695766274615114,1.08011406079613,0.05140078663139081,0.9279521349333436,0.03102808698861176,1.1560611104730665,0.05018063164105215,0.9109894934377938,0.01602150473175716
4.822454229724826e-06,1.0138570345129811,0.039112052133483594,1.0035568704130808,0.007217655626132937,1.0846010280435558,0.05112146577828558,0.9251777544839822,0.03169913472382144,1.1573146154786493,0.05015749333977264,0.9090068471944299,0.016102787787503625
4.805738171853591e-06,1.0146695632592226,0.03903839655664444,1.003411783766932,0.008059275059059652,1.0896584282338893,0.04932419380389156,0.922963918137548,0.03232467403142798,1.1595382798967635,0.050939169483343864,0.9065885991874753,0.016274789849180727
4.789046215591952e-06,1.016327669743807,0.0389818638930488,1.003622756307095,0.0079587767248867,1.0944603042214158,0.047978475459117015,0.9204548641938521,0.033364369685477846,1.1656677483251778,0.0527484206400423,0.9036651788188701,0.016924817698137286
4.7723706302349456e-06,1.0152189838515213,0.038887624536824164,1.0033466890125908,0.008094488397311868,1.0943903010240115,0.04444952441762033,0.9240050561330171,0.03213306113727251,1.1635335806301077,0.052362918780196686,0.9042050081620234,0.016836157211840133
4.7557050493196584e-06,1.0148398348840226,0.039418608645638946,1.003371613819244,0.007493985992986305,1.0985546577451193,0.04019299664395773,0.924743194222311,0.03362737041636788,1.1636920452694306,0.05453854814675703,0.9002638020911357,0.01963638325963237
4.7390426516358275e-06,1.0143964097363272,0.04009530867401676,1.002786564521178,0.008275818231377833,1.098610470053747,0.038501721155988454,0.9285258075724849,0.0342033959795329,1.1616851687838299,0.05577661500448105,0.900350197785863,0.020922728704666705
4.72237707072054e-06,1.0148512814983843,0.041124810639112476,1.0026436114699178,0.007944584973280057,1.1010043510459098,0.03837811143446518,0.9277899508943386,0.033208269387756215,1.1621389728958407,0.0558209369156961,0.8979183954049219,0.021464705836776357
4.705701485363534e-06,1.0138969102172193,0.04195104629407003,1.0019019073469502,0.007854674042797664,1.1068093435767639,0.03796661104763072,0.9251311155614412,0.031697767960387244,1.1662768803472021,0.0555018311437187,0.8932113545639584,0.02150305426228584
4.689010438596597e-06,1.0136498941140788,0.04233560795845648,1.0013810489921284,0.00802470409762581,1.1115015604520635,0.037010765763637855,0.9221635307081908,0.032566397964336476,1.1702480622398457,0.058251856039855374,0.8893983029645655,0.021869227692909547
4.672297109209467e-06,1.0130943853589174,0.042257764355573005,1.000737011887805,0.00836531353679878,1.1115653436574848,0.03895351908555603,0.9211460552878695,0.031243829481599407,1.17099874118788,0.05716437881174543,0.8907286036788878,0.01896991999926451
4.6555560402339324e-06,1.0120292520726748,0.04154700389036998,1.0010386708249188,0.008992958628933468,1.1120938979087027,0.04066742778279931,0.9205298491885643,0.028989920554428825,1.1733907087023339,0.05476054524881707,0.8919320925368339,0.016520293085071056
4.6387813199544325e-06,1.0107789292719382,0.04159568288590003,1.0003990004898913,0.009538736813279002,1.1134381168110319,0.04319566916226166,0.9195837335420656,0.027786102480826438,1.1795551511121745,0.05255826169022323,0.8926413992698369,0.015163922821890384
4.621967491402756e-06,1.0101461119386883,0.04148025111409336,1.0003451983258447,0.009806848028046586,1.113510454147153,0.045357597182517126,0.9185329261518049,0.0271526956951702,1.1834623677515408,0.05071178208937336,0.8897239157588006,0.013999103238683173
4.6051086428633425e-06,1.0104340718025708,0.04185151524010099,1.0002588545782447,0.009735845465070987,1.113445526638162,0.049962444733636834,0.9169872645467413,0.025432740268215976,1.189167906218088,0.04729624759054288,0.8883565292125509,0.013257639993366542
4.588200226862682e-06,1.0104975789795594,0.042218320348993595,1.0008175330419515,0.010168097816496502,1.1154943120055958,0.05517679506803332,0.9165189309163644,0.024288945578788603,1.1953427996512118,0.043833675057025956,0.8842420900603106,0.015464721793458732
4.571236786432564e-06,1.010330356557194,0.04334655467793246,1.0011434089279179,0.009952992868971373,1.1190048895330174,0.05907161553613511,0.9127620813556073,0.026245608137180063,1.201892796720463,0.04247868885478364,0.8803406454369563,0.019967382881887936
