baseline_idx1,baseline_idx2,window,wl_start_um,wl_end_um,coef_x1,coef_x0
2,3,0,3.2,4.0,-0.19276434523564,1.8489503874581137
2,3,1,4.55,4.9,-0.06547331067623932,1.4036295877610483
4,5,0,3.2,4.0,-0.265558289896847,2.2189671599545333
4,5,1,4.55,4.9,-0.07345292916569422,1.4800439212409273
